Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.61,0.01,0.28663725043228605
100% Corpus,9,0.61,0.31,0.28147425142161175
100% Corpus,9,0.61,0.61,0.31358351049864663
100% Corpus,9,0.61,0.9099999999999999,0.26677325987054856
100% Corpus,9,0.61,symmetric,0.27540423058102026
100% Corpus,9,0.9099999999999999,0.01,0.29019116946463824
100% Corpus,9,0.9099999999999999,0.31,0.27113804437120287
100% Corpus,9,0.9099999999999999,0.61,0.29644662228000535
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.26952823879333715
100% Corpus,9,0.9099999999999999,symmetric,0.2918585113418132
100% Corpus,9,symmetric,0.01,0.27674635608777043
100% Corpus,9,symmetric,0.31,0.28738770007293524
100% Corpus,9,symmetric,0.61,0.3110827364072264
100% Corpus,9,symmetric,0.9099999999999999,0.33050673077843434
100% Corpus,9,symmetric,symmetric,0.27309691974105804
100% Corpus,9,asymmetric,0.01,0.29455389213528355
100% Corpus,9,asymmetric,0.31,0.2966623694908748
100% Corpus,9,asymmetric,0.61,0.2727016670151315
100% Corpus,9,asymmetric,0.9099999999999999,0.28556711256868783
100% Corpus,9,asymmetric,symmetric,0.2699790489697216
100% Corpus,10,0.01,0.01,0.2741169244296121
100% Corpus,10,0.01,0.31,0.31820531891049725
100% Corpus,10,0.01,0.61,0.3150024566475464
100% Corpus,10,0.01,0.9099999999999999,0.2942551983027958
100% Corpus,10,0.01,symmetric,0.3165557757890322
100% Corpus,10,0.31,0.01,0.2817539773904735
100% Corpus,10,0.31,0.31,0.2926136509297227
100% Corpus,10,0.31,0.61,0.26083641183215545
100% Corpus,10,0.31,0.9099999999999999,0.24958160226429965
100% Corpus,10,0.31,symmetric,0.32933213846232345
100% Corpus,10,0.61,0.01,0.2783339916040092
100% Corpus,10,0.61,0.31,0.2972650760279178
100% Corpus,10,0.61,0.61,0.2812539143772706
100% Corpus,10,0.61,0.9099999999999999,0.2596449692956862
100% Corpus,10,0.61,symmetric,0.2784024377295364
100% Corpus,10,0.9099999999999999,0.01,0.2799805717915075
100% Corpus,10,0.9099999999999999,0.31,0.27131013704409185
100% Corpus,10,0.9099999999999999,0.61,0.2728278995065096
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.2520412765580801
100% Corpus,10,0.9099999999999999,symmetric,0.2801999781063264
100% Corpus,10,symmetric,0.01,0.27813386424801767
100% Corpus,10,symmetric,0.31,0.3123351169303121
100% Corpus,10,symmetric,0.61,0.3134063174989417
100% Corpus,10,symmetric,0.9099999999999999,0.30426732522596817
100% Corpus,10,symmetric,symmetric,0.3251290446276398
100% Corpus,10,asymmetric,0.01,0.2872277735255695
100% Corpus,10,asymmetric,0.31,0.2999479643449107
100% Corpus,10,asymmetric,0.61,0.2644958993353849
100% Corpus,10,asymmetric,0.9099999999999999,0.2892079950856971
100% Corpus,10,asymmetric,symmetric,0.33928700852274357
